patient2/Besta_2_0000_01.png,patient2/Besta_2_0000_01.png
patient2/Besta_2_0000_02.png,patient2/Besta_2_0000_02.png
patient2/Besta_2_0000_03.png,patient2/Besta_2_0000_03.png
patient2/Besta_2_0000_04.png,patient2/Besta_2_0000_04.png
patient2/Besta_2_0000_05.png,patient2/Besta_2_0000_05.png
patient2/Besta_2_0000_06.png,patient2/Besta_2_0000_06.png
patient2/Besta_2_0000_07.png,patient2/Besta_2_0000_07.png
patient2/Besta_2_0000_08.png,patient2/Besta_2_0000_08.png
patient2/Besta_2_0000_09.png,patient2/Besta_2_0000_09.png
patient2/Besta_2_0000_10.png,patient2/Besta_2_0000_10.png
patient2/Besta_2_0000_11.png,patient2/Besta_2_0000_11.png
patient2/Besta_2_0000_12.png,patient2/Besta_2_0000_12.png
patient2/Besta_2_0000_13.png,patient2/Besta_2_0000_13.png
patient2/Besta_2_0000_14.png,patient2/Besta_2_0000_14.png
patient2/Besta_2_0000_15.png,patient2/Besta_2_0000_15.png
patient2/Besta_2_0000_16.png,patient2/Besta_2_0000_16.png
patient2/Besta_2_0000_17.png,patient2/Besta_2_0000_17.png
patient2/Besta_2_0000_18.png,patient2/Besta_2_0000_18.png
patient2/Besta_2_0000_19.png,patient2/Besta_2_0000_19.png
patient2/Besta_2_0000_20.png,patient2/Besta_2_0000_20.png
patient2/Besta_2_0000_21.png,patient2/Besta_2_0000_21.png
patient2/Besta_2_0000_22.png,patient2/Besta_2_0000_22.png
patient2/Besta_2_0000_23.png,patient2/Besta_2_0000_23.png
patient2/Besta_2_0000_24.png,patient2/Besta_2_0000_24.png
patient2/Besta_2_0000_25.png,patient2/Besta_2_0000_25.png
patient2/Besta_2_0000_26.png,patient2/Besta_2_0000_26.png
patient2/Besta_2_0000_27.png,patient2/Besta_2_0000_27.png
patient2/Besta_2_0000_28.png,patient2/Besta_2_0000_28.png
patient2/Besta_2_0000_29.png,patient2/Besta_2_0000_29.png
patient2/Besta_2_0000_30.png,patient2/Besta_2_0000_30.png
patient2/Besta_2_0000_31.png,patient2/Besta_2_0000_31.png
patient2/Besta_2_0000_32.png,patient2/Besta_2_0000_32.png
patient2/Besta_2_0000_33.png,patient2/Besta_2_0000_33.png
patient2/Besta_2_0000_34.png,patient2/Besta_2_0000_34.png
patient2/Besta_2_0000_35.png,patient2/Besta_2_0000_35.png
patient2/Besta_2_0000_36.png,patient2/Besta_2_0000_36.png
